GRADUATE;GENDER;COLLEGE;SALARY;DEGREE;GRADDATE
735;Kobieta;Administracja;29000;Licencjat;Jesien 90
736;Mezczyzna;Inzynieria;37200;Licencjat;Jesien 90
737;Kobieta;Rolnictwo;23000;Licencjat;Jesien 90
738;Kobieta;Rolnictwo;21000;Licencjat;Jesien 90
739;Mezczyzna;Rolnictwo;21000;Licencjat;Jesien 90
740;Mezczyzna;Inzynieria;38200;Licencjat;Jesien 90
741;Kobieta;Rolnictwo;40000;Licencjat;Jesien 90
742;Kobieta;Administracja;23000;Licencjat;Jesien 90
743;Mezczyzna;Inzynieria;18900;Licencjat;Jesien 90
744;Kobieta;Rolnictwo;12000;Licencjat;Jesien 90
745;Mezczyzna;Budownictwo;31200;Licencjat;Jesien 90
746;Mezczyzna;Inzynieria;22000;Licencjat;Jesien 90
747;Mezczyzna;Inzynieria;37100;Licencjat;Jesien 90
748;Kobieta;Rolnictwo;22000;Licencjat;Jesien 90
749;Kobieta;Rolnictwo;27500;Licencjat;Jesien 90
750;Mezczyzna;Administracja;30000;Licencjat;Jesien 90
751;Kobieta;Rolnictwo;34000;Licencjat;Jesien 90
752;Kobieta;Administracja;21000;Licencjat;Jesien 90
753;Kobieta;Rolnictwo;40000;Licencjat;Jesien 90
754;Kobieta;Rolnictwo;29000;Licencjat;Jesien 90
755;Mezczyzna;Rolnictwo;40000;Licencjat;Jesien 90
756;Kobieta;Administracja;20000;Licencjat;Jesien 90
757;Mezczyzna;Administracja;29000;Licencjat;Jesien 90
758;Mezczyzna;Budownictwo;32100;Licencjat;Jesien 90
759;Mezczyzna;Rolnictwo;21100;Licencjat;Jesien 90
760;Mezczyzna;Inzynieria;34900;Licencjat;Jesien 90
761;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
762;Kobieta;Administracja;18000;Licencjat;Jesien 90
763;Kobieta;Administracja;26000;Licencjat;Jesien 90
764;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
765;Mezczyzna;Administracja;60000;Licencjat;Jesien 90
766;Mezczyzna;Administracja;29400;Licencjat;Jesien 90
767;Kobieta;Administracja;23000;Licencjat;Jesien 90
768;Mezczyzna;Rolnictwo;35000;Licencjat;Jesien 90
769;Mezczyzna;Administracja;29000;Licencjat;Jesien 90
770;Kobieta;Rolnictwo;32000;Licencjat;Jesien 90
771;Mezczyzna;Inzynieria;34300;Licencjat;Jesien 90
772;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
773;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
774;Mezczyzna;Inzynieria;32000;Licencjat;Jesien 90
775;Kobieta;Inzynieria;33800;Licencjat;Jesien 90
776;Mezczyzna;Inzynieria;27200;Licencjat;Jesien 90
777;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
778;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
779;Mezczyzna;Inzynieria;33000;Licencjat;Jesien 90
780;Kobieta;Administracja;23000;Licencjat;Jesien 90
781;Kobieta;Administracja;22000;Licencjat;Jesien 90
782;Kobieta;Inzynieria;35900;Licencjat;Jesien 90
783;Kobieta;Rolnictwo;10000;Licencjat;Jesien 90
784;Mezczyzna;Budownictwo;29000;Licencjat;Jesien 90
785;Kobieta;Administracja;19500;Licencjat;Jesien 90
786;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
787;Mezczyzna;Inzynieria;30000;Licencjat;Jesien 90
788;Mezczyzna;Inzynieria;40000;Licencjat;Jesien 90
789;Mezczyzna;Inzynieria;34200;Licencjat;Jesien 90
790;Kobieta;Rolnictwo;28000;Licencjat;Jesien 90
791;Kobieta;Administracja;20000;Licencjat;Jesien 90
792;Mezczyzna;Inzynieria;34500;Licencjat;Jesien 90
793;Kobieta;Rolnictwo;15000;Licencjat;Jesien 90
794;Mezczyzna;Rolnictwo;22000;Licencjat;Jesien 90
795;Mezczyzna;Rolnictwo;30000;Licencjat;Jesien 90
796;Kobieta;Administracja;23000;Licencjat;Jesien 90
797;Kobieta;Rolnictwo;17000;Licencjat;Jesien 90
798;Kobieta;Inzynieria;33600;Licencjat;Jesien 90
799;Kobieta;Rolnictwo;17900;Licencjat;Jesien 90
800;Mezczyzna;Administracja;42000;Licencjat;Jesien 90
801;Mezczyzna;Inzynieria;31100;Licencjat;Jesien 90
802;Mezczyzna;Rolnictwo;23000;Licencjat;Jesien 90
803;Mezczyzna;Administracja;28500;Licencjat;Jesien 90
804;Mezczyzna;Inzynieria;31600;Licencjat;Jesien 90
805;Mezczyzna;Administracja;23500;Licencjat;Jesien 90
806;Kobieta;Rolnictwo;16000;Licencjat;Jesien 90
807;Mezczyzna;Administracja;26400;Licencjat;Jesien 90
808;Mezczyzna;Administracja;21000;Licencjat;Jesien 90
809;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
810;Mezczyzna;Administracja;27500;Licencjat;Jesien 90
811;Mezczyzna;Administracja;32800;Licencjat;Jesien 90
812;Kobieta;Rolnictwo;16600;Licencjat;Jesien 90
813;Kobieta;Rolnictwo;30000;Licencjat;Jesien 90
814;Mezczyzna;Administracja;23000;Licencjat;Jesien 90
815;Mezczyzna;Rolnictwo;17000;Licencjat;Jesien 90
816;Kobieta;Administracja;20000;Licencjat;Jesien 90
817;Kobieta;Pedagogika;20000;Licencjat;Jesien 90
818;Kobieta;Administracja;20000;Licencjat;Jesien 90
819;Kobieta;Rolnictwo;19000;Licencjat;Jesien 90
820;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
821;Mezczyzna;Administracja;21000;Licencjat;Jesien 90
822;Kobieta;Inzynieria;34100;Licencjat;Jesien 90
823;Mezczyzna;Inzynieria;31800;Licencjat;Jesien 90
824;Kobieta;Administracja;24000;Licencjat;Jesien 90
825;Kobieta;Administracja;23000;Licencjat;Jesien 90
826;Mezczyzna;Administracja;24000;Licencjat;Jesien 90
827;Mezczyzna;Administracja;21700;Licencjat;Jesien 90
828;Mezczyzna;Administracja;25500;Licencjat;Jesien 90
829;Mezczyzna;Administracja;27000;Licencjat;Jesien 90
830;Kobieta;Administracja;23000;Licencjat;Jesien 90
831;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
832;Mezczyzna;Rolnictwo;20000;Licencjat;Jesien 90
833;Mezczyzna;Administracja;24000;Licencjat;Jesien 90
834;Mezczyzna;Inzynieria;26000;Licencjat;Jesien 90
835;Mezczyzna;Budownictwo;42000;Licencjat;Jesien 90
836;Mezczyzna;Administracja;23000;Licencjat;Jesien 90
837;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
838;Mezczyzna;Inzynieria;28000;Licencjat;Jesien 90
839;Kobieta;Administracja;21000;Licencjat;Jesien 90
840;Mezczyzna;Administracja;27000;Licencjat;Jesien 90
841;Mezczyzna;Administracja;30200;Licencjat;Jesien 90
842;Mezczyzna;Rolnictwo;18000;Licencjat;Jesien 90
843;Kobieta;Administracja;31500;Licencjat;Jesien 90
844;Kobieta;Administracja;18000;Licencjat;Jesien 90
845;Mezczyzna;Administracja;17000;Licencjat;Jesien 90
846;Kobieta;Rolnictwo;21000;Licencjat;Jesien 90
847;Kobieta;Rolnictwo;20000;Licencjat;Jesien 90
848;Mezczyzna;Administracja;26500;Licencjat;Jesien 90
849;Kobieta;Administracja;29500;Licencjat;Jesien 90
850;Kobieta;Administracja;20000;Licencjat;Jesien 90
851;Kobieta;Rolnictwo;27000;Licencjat;Jesien 90
852;Kobieta;Administracja;23000;Licencjat;Jesien 90
853;Mezczyzna;Inzynieria;32000;Licencjat;Jesien 90
854;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
855;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
856;Mezczyzna;Inzynieria;32900;Licencjat;Jesien 90
857;Kobieta;Pedagogika;21000;Licencjat;Jesien 90
858;Mezczyzna;Administracja;25000;Licencjat;Jesien 90
859;Kobieta;Inzynieria;34200;Licencjat;Jesien 90
860;Mezczyzna;Inzynieria;33700;Licencjat;Jesien 90
861;Mezczyzna;Inzynieria;22000;Licencjat;Jesien 90
862;Mezczyzna;Administracja;26500;Licencjat;Jesien 90
863;Kobieta;Rolnictwo;21000;Licencjat;Jesien 90
864;Kobieta;Inzynieria;32500;Licencjat;Jesien 90
865;Mezczyzna;Inzynieria;34500;Licencjat;Jesien 90
866;Kobieta;Administracja;23000;Licencjat;Jesien 90
867;Kobieta;Administracja;24000;Licencjat;Jesien 90
868;Mezczyzna;Administracja;20000;Licencjat;Jesien 90
869;Kobieta;Rolnictwo;16500;Licencjat;Jesien 90
870;Mezczyzna;Rolnictwo;33800;Licencjat;Jesien 90
871;Mezczyzna;Administracja;28000;Licencjat;Jesien 90
872;Kobieta;Rolnictwo;15600;Licencjat;Jesien 90
873;Mezczyzna;Rolnictwo;26000;Licencjat;Jesien 90
874;Mezczyzna;Inzynieria;33700;Licencjat;Jesien 90
875;Kobieta;Administracja;30800;Licencjat;Jesien 90
876;Kobieta;Rolnictwo;27500;Licencjat;Jesien 90
877;Mezczyzna;Administracja;29000;Licencjat;Jesien 90
878;Mezczyzna;Inzynieria;22000;Licencjat;Wiosna 91
879;Mezczyzna;Inzynieria;34500;Licencjat;Wiosna 91
880;Mezczyzna;Inzynieria;30000;Licencjat;Wiosna 91
881;Kobieta;Rolnictwo;35300;Licencjat;Wiosna 91
882;Mezczyzna;Administracja;28500;Licencjat;Wiosna 91
883;Mezczyzna;Rolnictwo;22000;Licencjat;Wiosna 91
884;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 91
885;Mezczyzna;Administracja;23000;Licencjat;Wiosna 91
886;Kobieta;Rolnictwo;33000;Licencjat;Wiosna 91
887;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 91
888;Mezczyzna;Administracja;20000;Licencjat;Wiosna 91
889;Mezczyzna;Budownictwo;27000;Licencjat;Wiosna 91
890;Mezczyzna;Budownictwo;26000;Licencjat;Wiosna 91
891;Mezczyzna;Rolnictwo;30000;Licencjat;Wiosna 91
892;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 91
893;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 91
894;Kobieta;Rolnictwo;27500;Licencjat;Wiosna 91
895;Kobieta;Inzynieria;30000;Licencjat;Wiosna 91
896;Mezczyzna;Inzynieria;27400;Licencjat;Wiosna 91
897;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 91
898;Mezczyzna;Inzynieria;38000;Licencjat;Wiosna 91
899;Mezczyzna;Rolnictwo;25000;Licencjat;Wiosna 91
900;Mezczyzna;Inzynieria;23100;Licencjat;Wiosna 91
901;Mezczyzna;Administracja;22400;Licencjat;Wiosna 91
902;Mezczyzna;Inzynieria;38000;Licencjat;Wiosna 91
903;Mezczyzna;Inzynieria;35900;Licencjat;Wiosna 91
904;Kobieta;Rolnictwo;21000;Licencjat;Wiosna 91
905;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
906;Mezczyzna;Inzynieria;33000;Licencjat;Wiosna 91
907;Mezczyzna;Inzynieria;23000;Licencjat;Wiosna 91
908;Mezczyzna;Inzynieria;26500;Licencjat;Wiosna 91
909;Kobieta;Inzynieria;31200;Licencjat;Wiosna 91
910;Kobieta;Administracja;22000;Licencjat;Wiosna 91
911;Mezczyzna;Rolnictwo;28000;Licencjat;Wiosna 91
912;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 91
913;Kobieta;Rolnictwo;23000;Licencjat;Wiosna 91
914;Kobieta;Rolnictwo;31000;Licencjat;Wiosna 91
915;Mezczyzna;Rolnictwo;51500;Licencjat;Wiosna 91
916;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 91
917;Mezczyzna;Rolnictwo;31000;Licencjat;Wiosna 91
918;Kobieta;Rolnictwo;12000;Licencjat;Wiosna 91
919;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 91
920;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 91
921;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 91
922;Kobieta;Rolnictwo;29100;Licencjat;Wiosna 91
923;Kobieta;Rolnictwo;17500;Licencjat;Wiosna 91
924;Mezczyzna;Rolnictwo;19500;Licencjat;Wiosna 91
925;Kobieta;Rolnictwo;48000;Licencjat;Wiosna 91
926;Mezczyzna;Inzynieria;36700;Licencjat;Wiosna 91
927;Mezczyzna;Rolnictwo;12000;Licencjat;Wiosna 91
928;Kobieta;Rolnictwo;33000;Licencjat;Wiosna 91
929;Kobieta;Administracja;24600;Licencjat;Wiosna 91
930;Mezczyzna;Architektura;35000;Licencjat;Wiosna 91
931;Mezczyzna;Administracja;20000;Licencjat;Wiosna 91
932;Mezczyzna;Inzynieria;41500;Licencjat;Wiosna 91
933;Kobieta;Rolnictwo;21000;Licencjat;Wiosna 91
934;Kobieta;Rolnictwo;18000;Licencjat;Wiosna 91
935;Mezczyzna;Inzynieria;27300;Licencjat;Wiosna 91
936;Mezczyzna;Inzynieria;35500;Licencjat;Wiosna 91
937;Mezczyzna;Administracja;31500;Licencjat;Wiosna 91
938;Kobieta;Administracja;24000;Licencjat;Wiosna 91
939;Mezczyzna;Inzynieria;37500;Licencjat;Wiosna 91
940;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 91
941;Mezczyzna;Architektura;20000;Licencjat;Wiosna 91
942;Mezczyzna;Administracja;23000;Licencjat;Wiosna 91
943;Mezczyzna;Inzynieria;30000;Licencjat;Wiosna 91
944;Mezczyzna;Inzynieria;32000;Licencjat;Wiosna 91
945;Kobieta;Inzynieria;33000;Licencjat;Wiosna 91
946;Mezczyzna;Rolnictwo;27000;Licencjat;Wiosna 91
947;Mezczyzna;Inzynieria;36200;Licencjat;Wiosna 91
948;Mezczyzna;Rolnictwo;22000;Licencjat;Wiosna 91
949;Mezczyzna;Inzynieria;27000;Licencjat;Wiosna 91
950;Mezczyzna;Administracja;26500;Licencjat;Wiosna 91
951;Kobieta;Rolnictwo;23000;Licencjat;Wiosna 91
952;Mezczyzna;Rolnictwo;10400;Licencjat;Wiosna 91
953;Mezczyzna;Inzynieria;30000;Licencjat;Wiosna 91
954;Kobieta;Rolnictwo;22000;Licencjat;Wiosna 91
955;Mezczyzna;Inzynieria;26000;Licencjat;Wiosna 91
956;Mezczyzna;Inzynieria;38800;Licencjat;Wiosna 91
957;Mezczyzna;Administracja;23500;Licencjat;Wiosna 91
958;Kobieta;Rolnictwo;21000;Licencjat;Wiosna 91
959;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 91
960;Kobieta;Rolnictwo;12200;Licencjat;Wiosna 91
961;Kobieta;Administracja;20000;Licencjat;Wiosna 91
962;Kobieta;Rolnictwo;33000;Licencjat;Wiosna 91
963;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 91
964;Mezczyzna;Inzynieria;25000;Licencjat;Wiosna 91
965;Mezczyzna;Budownictwo;24000;Licencjat;Wiosna 91
966;Mezczyzna;Inzynieria;34200;Licencjat;Wiosna 91
967;Kobieta;Rolnictwo;52000;Licencjat;Wiosna 91
968;Mezczyzna;Inzynieria;35000;Licencjat;Wiosna 91
969;Mezczyzna;Inzynieria;30000;Licencjat;Wiosna 91
970;Kobieta;Rolnictwo;7200;Licencjat;Wiosna 91
971;Mezczyzna;Rolnictwo;17000;Licencjat;Wiosna 91
972;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 91
973;Mezczyzna;Administracja;25000;Licencjat;Wiosna 91
974;Mezczyzna;Inzynieria;36000;Licencjat;Wiosna 91
975;Mezczyzna;Rolnictwo;20000;Licencjat;Wiosna 91
976;Mezczyzna;Rolnictwo;43000;Licencjat;Wiosna 91
977;Kobieta;Rolnictwo;28000;Licencjat;Wiosna 91
978;Kobieta;Administracja;24000;Licencjat;Wiosna 91
979;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 91
980;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 91
981;Kobieta;Rolnictwo;26400;Licencjat;Wiosna 91
982;Mezczyzna;Architektura;22000;Licencjat;Wiosna 91
983;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 91
984;Mezczyzna;Budownictwo;33800;Licencjat;Wiosna 91
985;Kobieta;Rolnictwo;35000;Licencjat;Wiosna 91
986;Kobieta;Administracja;20000;Licencjat;Wiosna 91
987;Mezczyzna;Sztuki piekne;26000;Licencjat;Wiosna 91
988;Kobieta;Rolnictwo;36000;Licencjat;Wiosna 91
989;Mezczyzna;Administracja;21000;Licencjat;Wiosna 91
990;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
991;Mezczyzna;Administracja;29600;Licencjat;Wiosna 91
992;Kobieta;Administracja;26000;Licencjat;Wiosna 91
993;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
994;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
995;Kobieta;Inzynieria;34500;Licencjat;Wiosna 91
996;Mezczyzna;Inzynieria;34000;Licencjat;Wiosna 91
997;Kobieta;Administracja;24000;Licencjat;Wiosna 91
998;Kobieta;Rolnictwo;18000;Licencjat;Wiosna 91
999;Kobieta;Administracja;26000;Licencjat;Wiosna 91
1000;Mezczyzna;Inzynieria;27000;Licencjat;Wiosna 91
1001;Kobieta;Rolnictwo;27000;Licencjat;Wiosna 91
1002;Kobieta;Rolnictwo;38000;Licencjat;Wiosna 91
1003;Mezczyzna;Rolnictwo;43000;Licencjat;Wiosna 91
1004;Kobieta;Rolnictwo;32000;Licencjat;Wiosna 91
1005;Mezczyzna;Inzynieria;38300;Licencjat;Wiosna 91
1006;Mezczyzna;Rolnictwo;32000;Licencjat;Wiosna 91
1007;Kobieta;Rolnictwo;51000;Licencjat;Wiosna 91
1008;Kobieta;Rolnictwo;45000;Licencjat;Wiosna 91
1009;Mezczyzna;Administracja;25000;Licencjat;Wiosna 91
1010;Kobieta;Rolnictwo;23000;Licencjat;Wiosna 91
1011;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
1012;Mezczyzna;Administracja;23000;Licencjat;Wiosna 91
1013;Kobieta;Rolnictwo;17000;Licencjat;Wiosna 91
1014;Mezczyzna;Administracja;19000;Licencjat;Wiosna 91
1015;Mezczyzna;Rolnictwo;33000;Licencjat;Wiosna 91
1016;Kobieta;Administracja;18000;Licencjat;Wiosna 91
1017;Kobieta;Administracja;31600;Licencjat;Wiosna 91
1018;Mezczyzna;Administracja;30000;Licencjat;Wiosna 91
1019;Mezczyzna;Rolnictwo;22000;Licencjat;Wiosna 91
1020;Mezczyzna;Inzynieria;40500;Licencjat;Wiosna 91
1021;Kobieta;Inzynieria;32000;Licencjat;Wiosna 91
1022;Kobieta;Rolnictwo;13000;Licencjat;Wiosna 91
1023;Kobieta;Inzynieria;35200;Licencjat;Wiosna 91
1024;Mezczyzna;Budownictwo;27500;Licencjat;Wiosna 91
1025;Mezczyzna;Rolnictwo;24000;Licencjat;Wiosna 91
1026;Kobieta;Administracja;26000;Licencjat;Wiosna 91
1027;Kobieta;Rolnictwo;24400;Licencjat;Wiosna 91
1028;Mezczyzna;Administracja;23000;Licencjat;Wiosna 91
1029;Mezczyzna;Budownictwo;26500;Licencjat;Wiosna 91
1030;Mezczyzna;Administracja;23000;Licencjat;Wiosna 91
1031;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
1032;Mezczyzna;Inzynieria;22700;Licencjat;Wiosna 91
1033;Mezczyzna;Administracja;22500;Licencjat;Wiosna 91
1034;Kobieta;Administracja;30000;Licencjat;Wiosna 91
1035;Kobieta;Rolnictwo;9000;Licencjat;Wiosna 91
1036;Mezczyzna;Rolnictwo;27000;Licencjat;Wiosna 91
1037;Kobieta;Rolnictwo;35000;Licencjat;Wiosna 91
1038;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
1039;Mezczyzna;Inzynieria;21900;Licencjat;Wiosna 91
1040;Kobieta;Rolnictwo;26000;Licencjat;Wiosna 91
1041;Mezczyzna;Administracja;30000;Licencjat;Wiosna 91
1042;Mezczyzna;Inzynieria;33000;Licencjat;Wiosna 91
1043;Mezczyzna;Inzynieria;40400;Licencjat;Wiosna 91
1044;Kobieta;Rolnictwo;31700;Licencjat;Wiosna 91
1045;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 91
1046;Mezczyzna;Inzynieria;37000;Licencjat;Wiosna 91
1047;Mezczyzna;Inzynieria;30000;Licencjat;Wiosna 91
1048;Mezczyzna;Inzynieria;36500;Licencjat;Wiosna 91
1049;Kobieta;Administracja;23000;Licencjat;Wiosna 91
1050;Mezczyzna;Rolnictwo;21000;Licencjat;Wiosna 91
1051;Kobieta;Rolnictwo;19000;Licencjat;Wiosna 91
1052;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 91
1053;Mezczyzna;Rolnictwo;18000;Licencjat;Wiosna 91
1054;Mezczyzna;Inzynieria;38400;Licencjat;Wiosna 91
1055;Mezczyzna;Administracja;20000;Licencjat;Wiosna 91
1056;Mezczyzna;Inzynieria;24000;Licencjat;Wiosna 91
1057;Kobieta;Inzynieria;34000;Licencjat;Wiosna 91
1058;Kobieta;Administracja;26000;Licencjat;Wiosna 91
1059;Kobieta;Rolnictwo;23500;Licencjat;Wiosna 91
1060;Kobieta;Administracja;21000;Licencjat;Wiosna 91
1061;Mezczyzna;Administracja;28000;Licencjat;Wiosna 91
1062;Mezczyzna;Inzynieria;35500;Licencjat;Wiosna 91
1063;Mezczyzna;Inzynieria;20000;Licencjat;Wiosna 91
1064;Mezczyzna;Administracja;30000;Licencjat;Wiosna 91
1065;Kobieta;Rolnictwo;30000;Licencjat;Wiosna 91
1066;Kobieta;Inzynieria;34000;Licencjat;Wiosna 91
1067;Mezczyzna;Rolnictwo;33000;Licencjat;Wiosna 91
1068;Kobieta;Rolnictwo;27000;Licencjat;Wiosna 91
1069;Kobieta;Administracja;27000;Licencjat;Wiosna 91
1070;Mezczyzna;Inzynieria;33000;Licencjat;Wiosna 91
1071;Mezczyzna;Administracja;30200;Licencjat;Wiosna 91
1072;Kobieta;Administracja;21500;Licencjat;Wiosna 91
1073;Kobieta;Administracja;23500;Licencjat;Wiosna 91
1074;Mezczyzna;Rolnictwo;13000;Licencjat;Wiosna 91
1075;Kobieta;Rolnictwo;33000;Licencjat;Wiosna 91
1076;Mezczyzna;Administracja;28000;Licencjat;Wiosna 91
1077;Mezczyzna;Inzynieria;35800;Licencjat;Wiosna 91
1078;Mezczyzna;Rolnictwo;23000;Licencjat;Wiosna 91
1079;Mezczyzna;Administracja;25500;Licencjat;Wiosna 91
1080;Mezczyzna;Rolnictwo;22500;Licencjat;Wiosna 91
1081;Kobieta;Rolnictwo;15400;Licencjat;Wiosna 91
1082;Kobieta;Rolnictwo;24000;Licencjat;Wiosna 91
1083;Kobieta;Rolnictwo;27000;Licencjat;Wiosna 91
1084;Kobieta;Rolnictwo;25000;Licencjat;Wiosna 91
1085;Kobieta;Rolnictwo;21000;Licencjat;Wiosna 91
1086;Mezczyzna;Administracja;33000;Licencjat;Wiosna 91
1087;Mezczyzna;Administracja;23000;Licencjat;Wiosna 91
1088;Mezczyzna;Rolnictwo;35000;Licencjat;Wiosna 91
1089;Kobieta;Rolnictwo;8000;Licencjat;Wiosna 91
1090;Kobieta;Rolnictwo;21000;Licencjat;Wiosna 91
1091;Kobieta;Rolnictwo;19500;Licencjat;Wiosna 91
1092;Kobieta;Administracja;22000;Licencjat;Wiosna 91
1093;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 91
1094;Mezczyzna;Rolnictwo;24000;Licencjat;Wiosna 91
1095;Mezczyzna;Rolnictwo;13500;Licencjat;Wiosna 91
1096;Kobieta;Administracja;28700;Licencjat;Wiosna 91
1097;Mezczyzna;Rolnictwo;15000;Licencjat;Wiosna 91
1098;Kobieta;Pedagogika;17000;Licencjat;Wiosna 91
1099;Kobieta;Rolnictwo;20000;Licencjat;Wiosna 91
1100;Kobieta;Administracja;28000;Licencjat;Wiosna 91
